campus,delivery,subject,cohort,study_hours,course_type,prior_gpa,prep_hours,standing,term_weeks,attendance,complexity,enroll_timing,digital_hw,tutoring,exam_score,effort_stars,Number of Assignments,Number of OfficeHours,study_partners,credits,sleep_hours,state_resident,section_size
North Campus,In-person,Physics,2023 CY,8.7 hours,Elective,1.74 GPA,3.9 hours,Freshman,16-week,78.4%,Lab-heavy,On time,Yes,No,39.89,1 star,13,2,0 partners,15 cr,7.2 hours,No,Medium
North Campus,Online,Chemistry,2021 CY,5.3 hours,Required,2.56 GPA,1.1 hours,Freshman,16-week,98.9%,Studio,On time,No,No,55.65,1 star,13,2,0 partners,13 cr,6.6 hours,Yes,Small
Delta Campus,In-person,History,2022 CY,9.6 hours,Required,3.52 GPA,2.9 hours,Graduate,16-week,92.4%,Lab-heavy,2-year retake,Yes,Yes,81.09,3 stars,9,3,0 partners,9 cr,6.6 hours,No,Small
Capitol Campus,In-person,Civics,2023 CY,3.9 hours,Elective,3.16 GPA,1.2 hours,Junior,16-week,80.0%,Lab-heavy,On time,No,No,61.44,2 stars,16,1,0 partners,16 cr,7.3 hours,Yes,Small
River Campus,In-person,Physics,2023 CY,10.7 hours,Required,2.60 GPA,5.5 hours,Sophomore,16-week,100.0%,Lecture,On time,Yes,Yes,87.35,4 stars,8,3,1 partner,12 cr,7.6 hours,Yes,Medium
Grove Campus,Hybrid,Chemistry,2022 CY,9.3 hours,Elective,2.51 GPA,1.6 hours,Sophomore,16-week,89.3%,Studio,On time,Yes,No,73.83,3 stars,11,3,0 partners,12 cr,6.8 hours,No,Small
Delta Campus,In-person,Civics,2023 CY,9.0 hours,Elective,3.14 GPA,3.9 hours,Graduate,16-week,87.4%,Lecture,On time,No,Yes,86.72,4 stars,15,2,3 partners,18 cr,6.7 hours,Yes,Small
Delta Campus,Online,Biology,2023 CY,9.9 hours,Required,2.59 GPA,1.7 hours,Sophomore,16-week,83.6%,Lecture,Late enroll,Yes,No,58.66,2 stars,12,3,0 partners,13 cr,9.1 hours,No,Large
River Campus,Hybrid,Biology,2023 CY,10.4 hours,Required,3.38 GPA,2.9 hours,Senior,16-week,85.7%,Studio,On time,No,No,86.18,4 stars,8,5,0 partners,12 cr,8.1 hours,Yes,Small
Hill Campus,In-person,Literature,2020 CY,11.3 hours,Required,2.96 GPA,4.1 hours,Sophomore,12-week,94.5%,Lecture,On time,Yes,Yes,85.93,4 stars,15,3,2 partners,18 cr,7.7 hours,Yes,Large
North Campus,Online,Stats,2020 CY,5.3 hours,Required,2.75 GPA,1.0 hours,Freshman,16-week,87.9%,Lecture,On time,Yes,No,53.82,1 star,9,0,0 partners,12 cr,6.9 hours,Yes,Medium
River Campus,In-person,Biology,Not Available,8.3 hours,Required,2.81 GPA,3.6 hours,Junior,16-week,85.6%,Lab-heavy,On time,Yes,No,65.31,2 stars,15,5,0 partners,12 cr,5.7 hours,No,Medium
Grove Campus,In-person,Biology,2022 CY,9.8 hours,Elective,3.15 GPA,3.3 hours,Freshman,12-week,68.7%,Lecture,On time,No,No,73.18,3 stars,13,4,0 partners,13 cr,8.0 hours,Yes,Medium
Harbor Campus,Online,Algebra,2022 CY,14.2 hours,Required,3.17 GPA,5.7 hours,Junior,12-week,91.3%,Lecture,On time,Yes,No,79.19,3 stars,10,3,1 partner,16 cr,7.0 hours,No,Small
North Campus,Hybrid,Civics,2022 CY,7.6 hours,Elective,3.24 GPA,3.2 hours,Sophomore,10-week,82.3%,Lab-heavy,On time,No,No,70.05,3 stars,15,0,0 partners,16 cr,6.2 hours,Yes,Large
Delta Campus,In-person,Biology,2019 CY,10.9 hours,Required,3.23 GPA,4.7 hours,Senior,16-week,96.8%,Lab-heavy,On time,Yes,No,81.83,3 stars,17,0,2 partners,15 cr,6.5 hours,Yes,Large
Harbor Campus,Online,Chemistry,2023 CY,11.9 hours,Required,3.12 GPA,4.5 hours,Senior,16-week,84.8%,Lab-heavy,2-year retake,No,No,62.22,2 stars,14,0,1 partner,18 cr,5.7 hours,Yes,Medium
Harbor Campus,In-person,Stats,2021 CY,9.9 hours,Required,2.69 GPA,3.6 hours,Senior,12-week,79.5%,Lecture,3-year retake,Yes,Yes,71.32,3 stars,7,8,2 partners,9 cr,8.0 hours,Yes,Large
Capitol Campus,Online,Algebra,2023 CY,14.2 hours,Required,2.70 GPA,6.9 hours,Freshman,16-week,96.2%,Lecture,On time,No,Yes,76.33,3 stars,12,4,1 partner,15 cr,7.6 hours,Yes,Medium
Capitol Campus,Online,Literature,2022 CY,12.3 hours,Elective,2.97 GPA,3.8 hours,Senior,16-week,88.0%,Lab-heavy,On time,Yes,No,82.36,4 stars,16,3,2 partners,12 cr,7.0 hours,Yes,Large
Harbor Campus,Online,Chemistry,2021 CY,14.9 hours,Required,4.00 GPA,4.6 hours,Graduate,16-week,87.6%,Lecture,On time,Yes,Yes,83.91,4 stars,11,5,1 partner,16 cr,6.8 hours,Yes,Large
Capitol Campus,Online,Civics,2019 CY,10.6 hours,Required,2.54 GPA,2.8 hours,Sophomore,10-week,84.6%,Lecture,On time,No,No,68.66,2 stars,13,5,1 partner,18 cr,6.1 hours,Yes,Small
Grove Campus,In-person,History,2023 CY,16.7 hours,Required,2.96 GPA,4.0 hours,Sophomore,12-week,100.0%,Lecture,On time,No,No,75.37,3 stars,12,0,1 partner,13 cr,4.5 hours,Yes,Large
Prairie Campus,Online,History,2020 CY,7.1 hours,Required,3.19 GPA,2.1 hours,Senior,12-week,72.9%,Lecture,2-year retake,Yes,No,56.94,1 star,10,7,1 partner,16 cr,5.2 hours,No,Large
Hill Campus,Online,Biology,2019 CY,15.3 hours,Elective,2.89 GPA,5.9 hours,Freshman,16-week,76.8%,Lecture,Late enroll,No,No,64.75,2 stars,10,2,0 partners,15 cr,6.0 hours,Yes,Medium
Harbor Campus,Online,Physics,2023 CY,11.0 hours,Elective,3.63 GPA,3.3 hours,Junior,10-week,73.6%,Lab-heavy,On time,Yes,No,70.73,3 stars,12,6,1 partner,12 cr,5.8 hours,No,Small
Harbor Campus,In-person,Physics,2021 CY,12.8 hours,Elective,3.01 GPA,2.9 hours,Senior,12-week,90.3%,Studio,3-year retake,Yes,No,72.23,3 stars,11,6,0 partners,15 cr,7.1 hours,Yes,Large
River Campus,In-person,Algebra,2022 CY,9.5 hours,Required,2.92 GPA,2.9 hours,Freshman,16-week,83.2%,Lecture,On time,Yes,Yes,75.65,3 stars,14,6,1 partner,18 cr,7.7 hours,No,Medium
Hill Campus,In-person,History,2021 CY,13.2 hours,Required,3.52 GPA,6.6 hours,Junior,16-week,84.3%,Lab-heavy,On time,Yes,Yes,77.61,3 stars,12,2,0 partners,13 cr,6.7 hours,Yes,Medium
North Campus,In-person,Civics,2023 CY,14.5 hours,Elective,3.96 GPA,5.2 hours,Junior,10-week,83.8%,Lecture,On time,Yes,Yes,93.51,4 stars,8,6,0 partners,9 cr,8.3 hours,Yes,Large
Harbor Campus,In-person,Algebra,2021 CY,7.0 hours,Required,3.78 GPA,3.2 hours,Sophomore,12-week,89.6%,Lecture,On time,Yes,Yes,72.44,3 stars,16,3,0 partners,18 cr,5.9 hours,Yes,Medium
Grove Campus,In-person,Biology,2021 CY,8.6 hours,Required,3.09 GPA,3.3 hours,Senior,10-week,70.5%,Lab-heavy,2-year retake,Yes,No,67.22,2 stars,15,6,0 partners,13 cr,6.7 hours,Yes,Large
Hill Campus,Online,Literature,2021 CY,3.6 hours,Required,3.01 GPA,2.7 hours,Freshman,12-week,63.6%,Lecture,On time,No,Yes,57.1,1 star,13,8,0 partners,13 cr,6.7 hours,Yes,Medium
River Campus,In-person,History,2021 CY,9.9 hours,Required,3.17 GPA,4.2 hours,Sophomore,16-week,93.6%,Studio,On time,No,Yes,79.63,3 stars,13,8,0 partners,15 cr,8.0 hours,Yes,Medium
North Campus,Hybrid,Biology,2021 CY,5.9 hours,Elective,3.22 GPA,2.0 hours,Senior,10-week,64.9%,Lecture,On time,No,No,57.69,1 star,12,6,1 partner,15 cr,6.9 hours,No,Large
Delta Campus,Online,Chemistry,2020 CY,8.4 hours,Required,2.65 GPA,1.9 hours,Freshman,10-week,88.5%,Lecture,2-year retake,Yes,No,69.19,2 stars,9,1,0 partners,13 cr,6.9 hours,Yes,Medium
Hill Campus,Online,Biology,2020 CY,17.9 hours,Elective,3.57 GPA,7.7 hours,Senior,16-week,100.0%,Lecture,On time,No,No,85.81,4 stars,8,0,3 partners,12 cr,5.0 hours,Yes,Medium
Hill Campus,In-person,Chemistry,2022 CY,14.6 hours,Required,3.12 GPA,4.7 hours,Freshman,16-week,87.4%,Lecture,On time,Yes,No,77.12,3 stars,13,5,2 partners,16 cr,5.8 hours,No,Medium
Hill Campus,In-person,Physics,2023 CY,4.5 hours,Required,3.13 GPA,1.6 hours,Junior,10-week,100.0%,Studio,On time,No,No,65.34,2 stars,11,4,0 partners,15 cr,8.0 hours,Yes,Small
Prairie Campus,Online,Literature,2019 CY,12.3 hours,Required,2.46 GPA,3.5 hours,Freshman,16-week,79.8%,Lab-heavy,2-year retake,Yes,Yes,65.16,2 stars,16,7,0 partners,15 cr,4.5 hours,Yes,Medium
Prairie Campus,Hybrid,Algebra,2021 CY,11.7 hours,Required,3.18 GPA,4.0 hours,Junior,10-week,100.0%,Lecture,On time,Yes,No,77.61,3 stars,10,5,1 partner,16 cr,8.3 hours,No,Medium
Hill Campus,In-person,Civics,2023 CY,9.4 hours,Required,2.30 GPA,3.7 hours,Senior,16-week,84.4%,Lecture,On time,Yes,Yes,59.65,2 stars,11,7,0 partners,9 cr,7.3 hours,Yes,Large
River Campus,In-person,Biology,2023 CY,9.7 hours,Required,2.89 GPA,2.8 hours,Senior,16-week,59.4%,Lab-heavy,2-year retake,No,No,56.62,1 star,14,2,1 partner,16 cr,6.0 hours,No,Large
Prairie Campus,Online,Physics,2023 CY,10.0 hours,Required,3.05 GPA,3.5 hours,Graduate,16-week,85.2%,Lab-heavy,On time,No,No,60.67,2 stars,14,0,1 partner,15 cr,5.9 hours,No,Large
Grove Campus,Online,History,2021 CY,4.2 hours,Elective,3.28 GPA,1.6 hours,Junior,16-week,100.0%,Lecture,On time,No,No,79.72,3 stars,13,0,1 partner,18 cr,8.9 hours,Yes,Small
Capitol Campus,In-person,Physics,2022 CY,5.8 hours,Required,4.00 GPA,1.5 hours,Senior,12-week,94.3%,Lecture,On time,No,No,85.08,4 stars,13,3,0 partners,12 cr,8.4 hours,Yes,Medium
Prairie Campus,In-person,Biology,2021 CY,9.7 hours,Required,3.41 GPA,4.0 hours,Junior,12-week,83.8%,Lecture,On time,No,No,75.14,3 stars,12,0,1 partner,13 cr,6.7 hours,Yes,Small
River Campus,In-person,Biology,2020 CY,9.4 hours,Required,3.95 GPA,2.0 hours,Graduate,16-week,92.3%,Lecture,On time,Yes,No,71.29,3 stars,9,4,0 partners,15 cr,6.9 hours,No,Large
Hill Campus,Hybrid,Chemistry,2021 CY,6.2 hours,Elective,3.44 GPA,2.0 hours,Junior,10-week,95.7%,Lecture,On time,No,No,73.26,3 stars,16,3,2 partners,18 cr,6.1 hours,No,Medium
Hill Campus,In-person,Algebra,2022 CY,6.6 hours,Required,3.66 GPA,1.3 hours,Senior,16-week,88.1%,Lecture,On time,Yes,No,70.36,3 stars,15,2,3 partners,18 cr,6.9 hours,Yes,Large
North Campus,In-person,Biology,2021 CY,8.8 hours,Required,3.87 GPA,2.1 hours,Freshman,16-week,100.0%,Lecture,On time,Yes,No,75.22,3 stars,8,4,0 partners,13 cr,6.1 hours,Yes,Medium
Delta Campus,Hybrid,Physics,2022 CY,13.3 hours,Required,2.82 GPA,6.8 hours,Junior,10-week,80.8%,Lecture,On time,Yes,Yes,76.24,3 stars,13,7,2 partners,15 cr,6.7 hours,Yes,Small
Grove Campus,In-person,Civics,2021 CY,8.9 hours,Required,2.79 GPA,1.4 hours,Senior,16-week,93.0%,Lecture,3-year retake,No,No,69.97,2 stars,8,0,2 partners,12 cr,8.8 hours,Yes,Large
Grove Campus,In-person,Algebra,2021 CY,15.7 hours,Required,3.33 GPA,7.9 hours,Freshman,16-week,96.6%,Studio,On time,No,Yes,89.77,4 stars,11,5,1 partner,15 cr,6.7 hours,No,Medium
Grove Campus,In-person,Civics,2023 CY,6.9 hours,Required,3.03 GPA,1.7 hours,Freshman,16-week,82.0%,Lab-heavy,On time,Yes,No,58.39,2 stars,13,7,0 partners,16 cr,5.6 hours,Yes,Large
Grove Campus,In-person,Civics,2023 CY,10.5 hours,Elective,3.40 GPA,5.0 hours,Graduate,16-week,84.8%,Lecture,On time,Yes,Yes,79.39,3 stars,10,3,2 partners,16 cr,5.3 hours,Yes,Large
River Campus,In-person,Civics,2021 CY,8.0 hours,Required,3.04 GPA,1.4 hours,Sophomore,16-week,99.2%,Lecture,On time,Yes,No,78.11,3 stars,11,6,0 partners,13 cr,6.9 hours,No,Medium
River Campus,In-person,Physics,2022 CY,12.4 hours,Required,2.76 GPA,5.4 hours,Freshman,10-week,90.4%,Lecture,On time,No,Yes,71.35,3 stars,15,2,0 partners,18 cr,6.0 hours,Yes,Medium
Harbor Campus,Online,Physics,2021 CY,8.0 hours,Required,3.88 GPA,4.6 hours,Sophomore,16-week,89.4%,Lab-heavy,On time,No,Yes,78.12,3 stars,13,3,1 partner,12 cr,7.1 hours,Yes,Medium
Capitol Campus,Online,Chemistry,2019 CY,15.3 hours,Required,2.66 GPA,4.8 hours,Sophomore,16-week,69.6%,Lecture,On time,Yes,No,55.88,1 star,11,6,1 partner,15 cr,5.0 hours,Yes,Large
